"TrialID","Subj","Basename","TrialNo","Target","SemanticFoil","PhonologicalFoil","Unrelated"
1310,"029L","RWL_Block2_029L34MS2",14,"drum","bell","dress","sword"
1311,"029L","RWL_Block2_029L34MS2",15,"kite","flag","gift","shirt"
1312,"029L","RWL_Block2_029L34MS2",16,"van","horse","pan","sword"
1313,"029L","RWL_Block2_029L34MS2",17,"bell","drum","bee","swing"
1314,"029L","RWL_Block2_029L34MS2",18,"ring","dress","swing","flag"
1315,"029L","RWL_Block2_029L34MS2",19,"heart","ring","horse","pan"
1316,"029L","RWL_Block2_029L34MS2",20,"swing","kite","spoon","heart"
1317,"029L","RWL_Block2_029L34MS2",21,"bee","fly","bear","heart"
1318,"029L","RWL_Block2_029L34MS2",22,"gift","vase","kite","bread"
1319,"029L","RWL_Block2_029L34MS2",23,"dress","shirt","drum","swing"
1320,"029L","RWL_Block2_029L34MS2",24,"bear","horse","bell","ring"
1321,"030L","RWL_Block1_030L38FS2",1,"flag","kite","fly","pear"
1322,"030L","RWL_Block1_030L38FS2",2,"drum","bell","dress","sword"
1323,"030L","RWL_Block1_030L38FS2",3,"ring","dress","swing","flag"
1324,"030L","RWL_Block1_030L38FS2",4,"swan","bee","spoon","bell"
1325,"030L","RWL_Block1_030L38FS2",5,"kite","flag","gift","shirt"
1326,"030L","RWL_Block1_030L38FS2",6,"bell","drum","bee","swing"
1327,"030L","RWL_Block1_030L38FS2",7,"heart","ring","horse","bread"
1328,"030L","RWL_Block1_030L38FS2",8,"bread","cheese","bear","vase"
1329,"030L","RWL_Block1_030L38FS2",9,"vase","gift","van","swan"
1330,"030L","RWL_Block1_030L38FS2",10,"gift","vase","kite","bread"
1331,"030L","RWL_Block1_030L38FS2",11,"fly","bee","flag","pen"
1332,"030L","RWL_Block1_030L38FS2",12,"pen","sword","pear","van"
1333,"030L","RWL_Block1_030L38FS2",13,"dress","shirt","drum","swing"
1334,"030L","RWL_Block1_030L38FS2",14,"cheese","bread","shirt","van"
1335,"030L","RWL_Block1_030L38FS2",15,"van","horse","pan","sword"
1336,"030L","RWL_Block1_030L38FS2",16,"pan","spoon","pear","vase"
1337,"030L","RWL_Block1_030L38FS2",17,"sword","pen","swan","gift"
1338,"030L","RWL_Block1_030L38FS2",18,"bee","fly","bear","heart"
1339,"030L","RWL_Block1_030L38FS2",19,"pear","cheese","pen","ring"
1340,"030L","RWL_Block1_030L38FS2",20,"shirt","dress","cheese","fly"
1341,"030L","RWL_Block1_030L38FS2",21,"horse","bear","heart","pan"
1342,"030L","RWL_Block1_030L38FS2",22,"swing","kite","spoon","heart"
1343,"030L","RWL_Block1_030L38FS2",23,"spoon","pan","swan","drum"
1344,"030L","RWL_Block1_030L38FS2",24,"bear","horse","bell","ring"
1345,"030L","RWL_Block2_030L38FS2",25,"spoon","pan","swan","drum"
1346,"030L","RWL_Block2_030L38FS2",26,"flag","kite","fly","pear"
1347,"030L","RWL_Block2_030L38FS2",27,"pan","spoon","pear","vase"
1348,"030L","RWL_Block2_030L38FS2",28,"bread","cheese","bear","vase"
1349,"030L","RWL_Block2_030L38FS2",29,"shirt","dress","cheese","fly"
1350,"030L","RWL_Block2_030L38FS2",30,"pen","sword","pear","van"
1351,"030L","RWL_Block2_030L38FS2",31,"swan","bee","spoon","bell"
1352,"030L","RWL_Block2_030L38FS2",32,"vase","gift","van","swan"
1353,"030L","RWL_Block2_030L38FS2",33,"cheese","bread","shirt","van"
1354,"030L","RWL_Block2_030L38FS2",34,"fly","bee","flag","pen"
1355,"030L","RWL_Block2_030L38FS2",35,"pear","cheese","pen","vase"
1356,"030L","RWL_Block2_030L38FS2",36,"sword","pen","swan","gift"
1357,"030L","RWL_Block2_030L38FS2",37,"horse","bear","heart","pan"
1358,"030L","RWL_Block2_030L38FS2",38,"drum","bell","dress","sword"
1359,"030L","RWL_Block2_030L38FS2",39,"kite","flag","gift","shirt"
1360,"030L","RWL_Block2_030L38FS2",40,"van","horse","pan","sword"
1361,"030L","RWL_Block2_030L38FS2",41,"bell","drum","bee","swing"
1362,"030L","RWL_Block2_030L38FS2",42,"ring","dress","swing","flag"
1363,"030L","RWL_Block2_030L38FS2",43,"heart","ring","horse","pan"
1364,"030L","RWL_Block2_030L38FS2",44,"swing","kite","spoon","heart"
1365,"030L","RWL_Block2_030L38FS2",45,"bee","fly","bear","heart"
1366,"030L","RWL_Block2_030L38FS2",46,"gift","vase","kite","bread"
1367,"030L","RWL_Block2_030L38FS2",47,"dress","shirt","drum","swing"
1368,"030L","RWL_Block2_030L38FS2",48,"bear","horse","bell","ring"
1369,"031L","RWL_Block1_031L34FS2",1,"flag","kite","fly","pear"
1370,"031L","RWL_Block1_031L34FS2",2,"drum","bell","dress","sword"
1371,"031L","RWL_Block1_031L34FS2",3,"ring","dress","swing","flag"
1372,"031L","RWL_Block1_031L34FS2",4,"swan","bee","spoon","bell"
1373,"031L","RWL_Block1_031L34FS2",5,"kite","flag","gift","shirt"
1374,"031L","RWL_Block1_031L34FS2",6,"bell","drum","bee","swing"
1375,"031L","RWL_Block1_031L34FS2",7,"heart","ring","horse","bread"
1376,"031L","RWL_Block1_031L34FS2",8,"bread","cheese","bear","vase"
1377,"031L","RWL_Block1_031L34FS2",9,"vase","gift","van","swan"
1378,"031L","RWL_Block1_031L34FS2",10,"gift","vase","kite","bread"
1379,"031L","RWL_Block1_031L34FS2",11,"fly","bee","flag","pen"
1380,"031L","RWL_Block1_031L34FS2",12,"pen","sword","pear","van"
1381,"031L","RWL_Block1_031L34FS2",13,"dress","shirt","drum","swing"
1382,"031L","RWL_Block1_031L34FS2",14,"cheese","bread","shirt","van"
1383,"031L","RWL_Block1_031L34FS2",15,"van","horse","pan","sword"
1384,"031L","RWL_Block1_031L34FS2",16,"pan","spoon","pear","vase"
1385,"031L","RWL_Block1_031L34FS2",17,"sword","pen","swan","gift"
1386,"031L","RWL_Block1_031L34FS2",18,"bee","fly","bear","heart"
1387,"031L","RWL_Block1_031L34FS2",19,"pear","cheese","pen","ring"
1388,"031L","RWL_Block1_031L34FS2",20,"shirt","dress","cheese","fly"
1389,"031L","RWL_Block1_031L34FS2",21,"horse","bear","heart","pan"
1390,"031L","RWL_Block1_031L34FS2",22,"swing","kite","spoon","heart"
1391,"031L","RWL_Block1_031L34FS2",23,"spoon","pan","swan","drum"
1392,"031L","RWL_Block1_031L34FS2",24,"bear","horse","bell","ring"
1393,"031L","RWL_Block2_031L34FS2",25,"spoon","pan","swan","drum"
1394,"031L","RWL_Block2_031L34FS2",26,"flag","kite","fly","pear"
1395,"031L","RWL_Block2_031L34FS2",27,"pan","spoon","pear","vase"
1396,"031L","RWL_Block2_031L34FS2",28,"bread","cheese","bear","vase"
1397,"031L","RWL_Block2_031L34FS2",29,"shirt","dress","cheese","fly"
1398,"031L","RWL_Block2_031L34FS2",30,"pen","sword","pear","van"
1399,"031L","RWL_Block2_031L34FS2",31,"swan","bee","spoon","bell"
1400,"031L","RWL_Block2_031L34FS2",32,"vase","gift","van","swan"
1401,"031L","RWL_Block2_031L34FS2",33,"cheese","bread","shirt","van"
1402,"031L","RWL_Block2_031L34FS2",34,"fly","bee","flag","pen"
1403,"031L","RWL_Block2_031L34FS2",35,"pear","cheese","pen","vase"
1404,"031L","RWL_Block2_031L34FS2",36,"sword","pen","swan","gift"
1405,"031L","RWL_Block2_031L34FS2",37,"horse","bear","heart","pan"
1406,"031L","RWL_Block2_031L34FS2",38,"drum","bell","dress","sword"
1407,"031L","RWL_Block2_031L34FS2",39,"kite","flag","gift","shirt"
1408,"031L","RWL_Block2_031L34FS2",40,"van","horse","pan","sword"
1409,"031L","RWL_Block2_031L34FS2",41,"bell","drum","bee","swing"
1410,"031L","RWL_Block2_031L34FS2",42,"ring","dress","swing","flag"
1411,"031L","RWL_Block2_031L34FS2",43,"heart","ring","horse","pan"
1412,"031L","RWL_Block2_031L34FS2",44,"swing","kite","spoon","heart"
1413,"031L","RWL_Block2_031L34FS2",45,"bee","fly","bear","heart"
1414,"031L","RWL_Block2_031L34FS2",46,"gift","vase","kite","bread"
1415,"031L","RWL_Block2_031L34FS2",47,"dress","shirt","drum","swing"
1416,"031L","RWL_Block2_031L34FS2",48,"bear","horse","bell","ring"
1417,"032L","RWL_Block1_032L38MS2",1,"flag","kite","fly","pear"
1418,"032L","RWL_Block1_032L38MS2",2,"drum","bell","dress","sword"
1419,"032L","RWL_Block1_032L38MS2",3,"ring","dress","swing","flag"
1420,"032L","RWL_Block1_032L38MS2",4,"swan","bee","spoon","bell"
1421,"032L","RWL_Block1_032L38MS2",5,"kite","flag","gift","shirt"
1422,"032L","RWL_Block1_032L38MS2",6,"bell","drum","bee","swing"
1423,"032L","RWL_Block1_032L38MS2",7,"heart","ring","horse","bread"
1424,"032L","RWL_Block1_032L38MS2",8,"bread","cheese","bear","vase"
1425,"032L","RWL_Block1_032L38MS2",9,"vase","gift","van","swan"
1426,"032L","RWL_Block1_032L38MS2",10,"gift","vase","kite","bread"
1427,"032L","RWL_Block1_032L38MS2",11,"fly","bee","flag","pen"
1428,"032L","RWL_Block1_032L38MS2",12,"pen","sword","pear","van"
1429,"032L","RWL_Block1_032L38MS2",13,"dress","shirt","drum","swing"
1430,"032L","RWL_Block1_032L38MS2",14,"cheese","bread","shirt","van"
1431,"032L","RWL_Block1_032L38MS2",15,"van","horse","pan","sword"
1432,"032L","RWL_Block1_032L38MS2",16,"pan","spoon","pear","vase"
1433,"032L","RWL_Block1_032L38MS2",17,"sword","pen","swan","gift"
1434,"032L","RWL_Block1_032L38MS2",18,"bee","fly","bear","heart"
1435,"032L","RWL_Block1_032L38MS2",19,"pear","cheese","pen","ring"
1436,"032L","RWL_Block1_032L38MS2",20,"shirt","dress","cheese","fly"
1437,"032L","RWL_Block1_032L38MS2",21,"horse","bear","heart","pan"
1438,"032L","RWL_Block1_032L38MS2",22,"swing","kite","spoon","heart"
1439,"032L","RWL_Block1_032L38MS2",23,"spoon","pan","swan","drum"
1440,"032L","RWL_Block1_032L38MS2",24,"bear","horse","bell","ring"
1441,"032L","RWL_Block2_032L38MS2",25,"spoon","pan","swan","drum"
1442,"032L","RWL_Block2_032L38MS2",26,"flag","kite","fly","pear"
1443,"032L","RWL_Block2_032L38MS2",27,"pan","spoon","pear","vase"
1444,"032L","RWL_Block2_032L38MS2",28,"bread","cheese","bear","vase"
1445,"032L","RWL_Block2_032L38MS2",29,"shirt","dress","cheese","fly"
1446,"032L","RWL_Block2_032L38MS2",30,"pen","sword","pear","van"
1447,"032L","RWL_Block2_032L38MS2",31,"swan","bee","spoon","bell"
1448,"032L","RWL_Block2_032L38MS2",32,"vase","gift","van","swan"
1449,"032L","RWL_Block2_032L38MS2",33,"cheese","bread","shirt","van"
1450,"032L","RWL_Block2_032L38MS2",34,"fly","bee","flag","pen"
1451,"032L","RWL_Block2_032L38MS2",35,"pear","cheese","pen","vase"
1452,"032L","RWL_Block2_032L38MS2",36,"sword","pen","swan","gift"
1453,"032L","RWL_Block2_032L38MS2",37,"horse","bear","heart","pan"
1454,"032L","RWL_Block2_032L38MS2",38,"drum","bell","dress","sword"
1455,"032L","RWL_Block2_032L38MS2",39,"kite","flag","gift","shirt"
1456,"032L","RWL_Block2_032L38MS2",40,"van","horse","pan","sword"
1457,"032L","RWL_Block2_032L38MS2",41,"bell","drum","bee","swing"
1458,"032L","RWL_Block2_032L38MS2",42,"ring","dress","swing","flag"
1459,"032L","RWL_Block2_032L38MS2",43,"heart","ring","horse","pan"
1460,"032L","RWL_Block2_032L38MS2",44,"swing","kite","spoon","heart"
1461,"032L","RWL_Block2_032L38MS2",45,"bee","fly","bear","heart"
1462,"032L","RWL_Block2_032L38MS2",46,"gift","vase","kite","bread"
1463,"032L","RWL_Block2_032L38MS2",47,"dress","shirt","drum","swing"
1464,"032L","RWL_Block2_032L38MS2",48,"bear","horse","bell","ring"
1465,"033L","RWL_Block1_033L35FS2",1,"flag","kite","fly","pear"
1466,"033L","RWL_Block1_033L35FS2",2,"drum","bell","dress","sword"
1467,"033L","RWL_Block1_033L35FS2",3,"ring","dress","swing","flag"
1468,"033L","RWL_Block1_033L35FS2",4,"swan","bee","spoon","bell"
1469,"033L","RWL_Block1_033L35FS2",5,"kite","flag","gift","shirt"
1470,"033L","RWL_Block1_033L35FS2",6,"bell","drum","bee","swing"
1471,"033L","RWL_Block1_033L35FS2",7,"heart","ring","horse","bread"
1472,"033L","RWL_Block1_033L35FS2",8,"bread","cheese","bear","vase"
1473,"033L","RWL_Block1_033L35FS2",9,"vase","gift","van","swan"
1474,"033L","RWL_Block1_033L35FS2",10,"gift","vase","kite","bread"
1475,"033L","RWL_Block1_033L35FS2",11,"fly","bee","flag","pen"
1476,"033L","RWL_Block1_033L35FS2",12,"pen","sword","pear","van"
1477,"033L","RWL_Block1_033L35FS2",13,"dress","shirt","drum","swing"
1478,"033L","RWL_Block1_033L35FS2",14,"cheese","bread","shirt","van"
1479,"033L","RWL_Block1_033L35FS2",15,"van","horse","pan","sword"
1480,"033L","RWL_Block1_033L35FS2",16,"pan","spoon","pear","vase"
1481,"033L","RWL_Block1_033L35FS2",17,"sword","pen","swan","gift"
1482,"033L","RWL_Block1_033L35FS2",18,"bee","fly","bear","heart"
1483,"033L","RWL_Block1_033L35FS2",19,"pear","cheese","pen","ring"
1484,"033L","RWL_Block1_033L35FS2",20,"shirt","dress","cheese","fly"
1485,"033L","RWL_Block1_033L35FS2",21,"horse","bear","heart","pan"
1486,"033L","RWL_Block1_033L35FS2",22,"swing","kite","spoon","heart"
1487,"033L","RWL_Block1_033L35FS2",23,"spoon","pan","swan","drum"
1488,"033L","RWL_Block1_033L35FS2",24,"bear","horse","bell","ring"
1489,"033L","RWL_Block2_033L35FS2",25,"spoon","pan","swan","drum"
1490,"033L","RWL_Block2_033L35FS2",26,"flag","kite","fly","pear"
1491,"033L","RWL_Block2_033L35FS2",27,"pan","spoon","pear","vase"
1492,"033L","RWL_Block2_033L35FS2",28,"bread","cheese","bear","vase"
1493,"033L","RWL_Block2_033L35FS2",29,"shirt","dress","cheese","fly"
1494,"033L","RWL_Block2_033L35FS2",30,"pen","sword","pear","van"
1495,"033L","RWL_Block2_033L35FS2",31,"swan","bee","spoon","bell"
1496,"033L","RWL_Block2_033L35FS2",32,"vase","gift","van","swan"
1497,"033L","RWL_Block2_033L35FS2",33,"cheese","bread","shirt","van"
1498,"033L","RWL_Block2_033L35FS2",34,"fly","bee","flag","pen"
1499,"033L","RWL_Block2_033L35FS2",35,"pear","cheese","pen","vase"
1500,"033L","RWL_Block2_033L35FS2",36,"sword","pen","swan","gift"
1501,"033L","RWL_Block2_033L35FS2",37,"horse","bear","heart","pan"
1502,"033L","RWL_Block2_033L35FS2",38,"drum","bell","dress","sword"
1503,"033L","RWL_Block2_033L35FS2",39,"kite","flag","gift","shirt"
1504,"033L","RWL_Block2_033L35FS2",40,"van","horse","pan","sword"
1505,"033L","RWL_Block2_033L35FS2",41,"bell","drum","bee","swing"
1506,"033L","RWL_Block2_033L35FS2",42,"ring","dress","swing","flag"
1507,"033L","RWL_Block2_033L35FS2",43,"heart","ring","horse","pan"
1508,"033L","RWL_Block2_033L35FS2",44,"swing","kite","spoon","heart"
1509,"033L","RWL_Block2_033L35FS2",45,"bee","fly","bear","heart"
1510,"033L","RWL_Block2_033L35FS2",46,"gift","vase","kite","bread"
1511,"033L","RWL_Block2_033L35FS2",47,"dress","shirt","drum","swing"
1512,"033L","RWL_Block2_033L35FS2",48,"bear","horse","bell","ring"
1513,"034L","RWL_Block1_034L38FS2",1,"flag","kite","fly","pear"
1514,"034L","RWL_Block1_034L38FS2",2,"drum","bell","dress","sword"
1515,"034L","RWL_Block1_034L38FS2",3,"ring","dress","swing","flag"
1516,"034L","RWL_Block1_034L38FS2",4,"swan","bee","spoon","bell"
1517,"034L","RWL_Block1_034L38FS2",5,"kite","flag","gift","shirt"
1518,"034L","RWL_Block1_034L38FS2",6,"bell","drum","bee","swing"
1519,"034L","RWL_Block1_034L38FS2",7,"heart","ring","horse","bread"
1520,"034L","RWL_Block1_034L38FS2",8,"bread","cheese","bear","vase"
1521,"034L","RWL_Block1_034L38FS2",9,"vase","gift","van","swan"
1522,"034L","RWL_Block1_034L38FS2",10,"gift","vase","kite","bread"
1523,"034L","RWL_Block1_034L38FS2",11,"fly","bee","flag","pen"
1524,"034L","RWL_Block1_034L38FS2",12,"pen","sword","pear","van"
1525,"034L","RWL_Block1_034L38FS2",13,"dress","shirt","drum","swing"
1526,"034L","RWL_Block1_034L38FS2",14,"cheese","bread","shirt","van"
1527,"034L","RWL_Block1_034L38FS2",15,"van","horse","pan","sword"
1528,"034L","RWL_Block1_034L38FS2",16,"pan","spoon","pear","vase"
1529,"034L","RWL_Block1_034L38FS2",17,"sword","pen","swan","gift"
1530,"034L","RWL_Block1_034L38FS2",18,"bee","fly","bear","heart"
1531,"034L","RWL_Block1_034L38FS2",19,"pear","cheese","pen","ring"
1532,"034L","RWL_Block1_034L38FS2",20,"shirt","dress","cheese","fly"
1533,"034L","RWL_Block1_034L38FS2",21,"horse","bear","heart","pan"
1534,"034L","RWL_Block1_034L38FS2",22,"swing","kite","spoon","heart"
1535,"034L","RWL_Block1_034L38FS2",23,"spoon","pan","swan","drum"
1536,"034L","RWL_Block1_034L38FS2",24,"bear","horse","bell","ring"
1537,"034L","RWL_Block2_034L38FS2",25,"spoon","pan","swan","drum"
1538,"034L","RWL_Block2_034L38FS2",26,"flag","kite","fly","pear"
1539,"034L","RWL_Block2_034L38FS2",27,"pan","spoon","pear","vase"
1540,"034L","RWL_Block2_034L38FS2",28,"bread","cheese","bear","vase"
1541,"034L","RWL_Block2_034L38FS2",29,"shirt","dress","cheese","fly"
1542,"034L","RWL_Block2_034L38FS2",30,"pen","sword","pear","van"
1543,"034L","RWL_Block2_034L38FS2",31,"swan","bee","spoon","bell"
1544,"034L","RWL_Block2_034L38FS2",32,"vase","gift","van","swan"
1545,"034L","RWL_Block2_034L38FS2",33,"cheese","bread","shirt","van"
1546,"034L","RWL_Block2_034L38FS2",34,"fly","bee","flag","pen"
1547,"034L","RWL_Block2_034L38FS2",35,"pear","cheese","pen","vase"
1548,"034L","RWL_Block2_034L38FS2",36,"sword","pen","swan","gift"
1549,"034L","RWL_Block2_034L38FS2",37,"horse","bear","heart","pan"
1550,"034L","RWL_Block2_034L38FS2",38,"drum","bell","dress","sword"
1551,"034L","RWL_Block2_034L38FS2",39,"kite","flag","gift","shirt"
1552,"034L","RWL_Block2_034L38FS2",40,"van","horse","pan","sword"
1553,"034L","RWL_Block2_034L38FS2",41,"bell","drum","bee","swing"
1554,"034L","RWL_Block2_034L38FS2",42,"ring","dress","swing","flag"
1555,"034L","RWL_Block2_034L38FS2",43,"heart","ring","horse","pan"
1556,"034L","RWL_Block2_034L38FS2",44,"swing","kite","spoon","heart"
1557,"034L","RWL_Block2_034L38FS2",45,"bee","fly","bear","heart"
1558,"034L","RWL_Block2_034L38FS2",46,"gift","vase","kite","bread"
1559,"034L","RWL_Block2_034L38FS2",47,"dress","shirt","drum","swing"
1560,"034L","RWL_Block2_034L38FS2",48,"bear","horse","bell","ring"
1561,"035L","RWL_Block1_035L32FA1",1,"flag","kite","fly","pear"
1562,"035L","RWL_Block1_035L32FA1",2,"drum","bell","dress","sword"
1563,"035L","RWL_Block1_035L32FA1",3,"ring","dress","swing","flag"
1564,"035L","RWL_Block1_035L32FA1",4,"swan","bee","spoon","bell"
1565,"035L","RWL_Block1_035L32FA1",5,"kite","flag","gift","shirt"
1566,"035L","RWL_Block1_035L32FA1",6,"bell","drum","bee","swing"
1567,"035L","RWL_Block1_035L32FA1",7,"heart","ring","horse","bread"
1568,"035L","RWL_Block1_035L32FA1",8,"bread","cheese","bear","vase"
1569,"035L","RWL_Block1_035L32FA1",9,"vase","gift","van","swan"
1570,"035L","RWL_Block1_035L32FA1",10,"gift","vase","kite","bread"
1571,"035L","RWL_Block1_035L32FA1",11,"fly","bee","flag","pen"
1572,"035L","RWL_Block1_035L32FA1",12,"pen","sword","pear","van"
1573,"035L","RWL_Block1_035L32FA1",13,"dress","shirt","drum","swing"
1574,"035L","RWL_Block1_035L32FA1",14,"cheese","bread","shirt","van"
1575,"035L","RWL_Block1_035L32FA1",15,"van","horse","pan","sword"
1576,"035L","RWL_Block1_035L32FA1",16,"pan","spoon","pear","vase"
1577,"035L","RWL_Block1_035L32FA1",17,"sword","pen","swan","gift"
1578,"035L","RWL_Block1_035L32FA1",18,"bee","fly","bear","heart"
1579,"035L","RWL_Block1_035L32FA1",19,"pear","cheese","pen","ring"
1580,"035L","RWL_Block1_035L32FA1",20,"shirt","dress","cheese","fly"
1581,"035L","RWL_Block1_035L32FA1",21,"horse","bear","heart","pan"
1582,"035L","RWL_Block1_035L32FA1",22,"swing","kite","spoon","heart"
1583,"035L","RWL_Block1_035L32FA1",23,"spoon","pan","swan","drum"
1584,"035L","RWL_Block1_035L32FA1",24,"bear","horse","bell","ring"
1585,"035L","RWL_Block2_035L32FA1",25,"spoon","pan","swan","drum"
1586,"035L","RWL_Block2_035L32FA1",26,"flag","kite","fly","pear"
1587,"035L","RWL_Block2_035L32FA1",27,"pan","spoon","pear","bell"
1588,"035L","RWL_Block2_035L32FA1",28,"bread","cheese","bear","vase"
1589,"035L","RWL_Block2_035L32FA1",29,"shirt","dress","cheese","fly"
1590,"035L","RWL_Block2_035L32FA1",30,"pen","sword","pear","van"
1591,"035L","RWL_Block2_035L32FA1",31,"swan","bee","spoon","ring"
1592,"035L","RWL_Block2_035L32FA1",32,"vase","gift","van","swan"
1593,"035L","RWL_Block2_035L32FA1",33,"cheese","bread","shirt","van"
1594,"035L","RWL_Block2_035L32FA1",34,"fly","bee","flag","pen"
1595,"035L","RWL_Block2_035L32FA1",35,"pear","cheese","pen","vase"
1596,"035L","RWL_Block2_035L32FA1",36,"sword","pen","swan","gift"
1597,"035L","RWL_Block2_035L32FA1",37,"horse","bear","heart","pan"
1598,"035L","RWL_Block2_035L32FA1",38,"drum","bell","dress","sword"
1599,"035L","RWL_Block2_035L32FA1",39,"kite","flag","gift","shirt"
1600,"035L","RWL_Block2_035L32FA1",40,"van","horse","pan","sword"
1601,"035L","RWL_Block2_035L32FA1",41,"bell","drum","bee","swing"
1602,"035L","RWL_Block2_035L32FA1",42,"ring","dress","swing","flag"
1603,"035L","RWL_Block2_035L32FA1",43,"heart","ring","horse","pan"
1604,"035L","RWL_Block2_035L32FA1",44,"swing","kite","spoon","heart"
1605,"035L","RWL_Block2_035L32FA1",45,"bee","fly","bear","heart"
1606,"035L","RWL_Block2_035L32FA1",46,"gift","vase","kite","bread"
1607,"035L","RWL_Block2_035L32FA1",47,"dress","shirt","drum","swing"
1608,"035L","RWL_Block2_035L32FA1",48,"bear","horse","bell","ring"
1609,"036L","RWL_Block1_036L29FA1",1,"flag","kite","fly","pear"
1610,"036L","RWL_Block1_036L29FA1",2,"drum","bell","dress","sword"
1611,"036L","RWL_Block1_036L29FA1",3,"ring","dress","swing","flag"
1612,"036L","RWL_Block1_036L29FA1",4,"swan","bee","spoon","bell"
1613,"036L","RWL_Block1_036L29FA1",5,"kite","flag","gift","shirt"
1614,"036L","RWL_Block1_036L29FA1",6,"bell","drum","bee","swing"
1615,"036L","RWL_Block1_036L29FA1",7,"heart","ring","horse","bread"
1616,"036L","RWL_Block1_036L29FA1",8,"bread","cheese","bear","vase"
1617,"036L","RWL_Block1_036L29FA1",9,"vase","gift","van","swan"
1618,"036L","RWL_Block1_036L29FA1",10,"gift","vase","kite","bread"
1619,"036L","RWL_Block1_036L29FA1",11,"fly","bee","flag","pen"
1620,"036L","RWL_Block1_036L29FA1",12,"pen","sword","pear","van"
1621,"036L","RWL_Block1_036L29FA1",13,"dress","shirt","drum","swing"
1622,"036L","RWL_Block1_036L29FA1",14,"cheese","bread","shirt","van"
1623,"036L","RWL_Block1_036L29FA1",15,"van","horse","pan","sword"
1624,"036L","RWL_Block1_036L29FA1",16,"pan","spoon","pear","vase"
1625,"036L","RWL_Block1_036L29FA1",17,"sword","pen","swan","gift"
1626,"036L","RWL_Block1_036L29FA1",18,"bee","fly","bear","heart"
1627,"036L","RWL_Block1_036L29FA1",19,"pear","cheese","pen","ring"
1628,"036L","RWL_Block1_036L29FA1",20,"shirt","dress","cheese","fly"
1629,"036L","RWL_Block1_036L29FA1",21,"horse","bear","heart","pan"
1630,"036L","RWL_Block1_036L29FA1",22,"swing","kite","spoon","heart"
1631,"036L","RWL_Block1_036L29FA1",23,"spoon","pan","swan","drum"
1632,"036L","RWL_Block1_036L29FA1",24,"bear","horse","bell","ring"
1633,"036L","RWL_Block2_036L29FA1",25,"spoon","pan","swan","drum"
1634,"036L","RWL_Block2_036L29FA1",26,"flag","kite","fly","pear"
1635,"036L","RWL_Block2_036L29FA1",27,"pan","spoon","pear","bell"
1636,"036L","RWL_Block2_036L29FA1",28,"bread","cheese","bear","vase"
1637,"036L","RWL_Block2_036L29FA1",29,"shirt","dress","cheese","fly"
1638,"036L","RWL_Block2_036L29FA1",30,"pen","sword","pear","van"
1639,"036L","RWL_Block2_036L29FA1",31,"swan","bee","spoon","ring"
1640,"036L","RWL_Block2_036L29FA1",32,"vase","gift","van","swan"
1641,"036L","RWL_Block2_036L29FA1",33,"cheese","bread","shirt","van"
1642,"036L","RWL_Block2_036L29FA1",34,"fly","bee","flag","pen"
1643,"036L","RWL_Block2_036L29FA1",35,"pear","cheese","pen","vase"
1644,"036L","RWL_Block2_036L29FA1",36,"sword","pen","swan","gift"
1645,"036L","RWL_Block2_036L29FA1",37,"horse","bear","heart","pan"
1646,"036L","RWL_Block2_036L29FA1",38,"drum","bell","dress","sword"
1647,"036L","RWL_Block2_036L29FA1",39,"kite","flag","gift","shirt"
1648,"036L","RWL_Block2_036L29FA1",40,"van","horse","pan","sword"
1649,"036L","RWL_Block2_036L29FA1",41,"bell","drum","bee","swing"
1650,"036L","RWL_Block2_036L29FA1",42,"ring","dress","swing","flag"
1651,"036L","RWL_Block2_036L29FA1",43,"heart","ring","horse","pan"
1652,"036L","RWL_Block2_036L29FA1",44,"swing","kite","spoon","heart"
1653,"036L","RWL_Block2_036L29FA1",45,"bee","fly","bear","heart"
1654,"036L","RWL_Block2_036L29FA1",46,"gift","vase","kite","bread"
1655,"036L","RWL_Block2_036L29FA1",47,"dress","shirt","drum","swing"
1656,"036L","RWL_Block2_036L29FA1",48,"bear","horse","bell","ring"
1657,"038L","RWL_Block1_038L29MS1",1,"flag","kite","fly","pear"
1658,"038L","RWL_Block1_038L29MS1",2,"drum","bell","dress","sword"
1659,"038L","RWL_Block1_038L29MS1",3,"ring","dress","swing","flag"
1660,"038L","RWL_Block1_038L29MS1",4,"swan","bee","spoon","bell"
1661,"038L","RWL_Block1_038L29MS1",5,"kite","flag","gift","shirt"
1662,"038L","RWL_Block1_038L29MS1",6,"bell","drum","bee","swing"
1663,"038L","RWL_Block1_038L29MS1",7,"heart","ring","horse","bread"
1664,"038L","RWL_Block1_038L29MS1",8,"bread","cheese","bear","vase"
1665,"038L","RWL_Block1_038L29MS1",9,"vase","gift","van","swan"
1666,"038L","RWL_Block1_038L29MS1",10,"gift","vase","kite","bread"
1667,"038L","RWL_Block1_038L29MS1",11,"fly","bee","flag","pen"
1668,"038L","RWL_Block1_038L29MS1",12,"pen","sword","pear","van"
1669,"038L","RWL_Block1_038L29MS1",13,"dress","shirt","drum","swing"
1670,"038L","RWL_Block1_038L29MS1",14,"cheese","bread","shirt","van"
1671,"038L","RWL_Block1_038L29MS1",15,"van","horse","pan","sword"
1672,"038L","RWL_Block1_038L29MS1",16,"pan","spoon","pear","vase"
1673,"038L","RWL_Block1_038L29MS1",17,"sword","pen","swan","gift"
